date,equity,cash,positions
2017-09-18,1328471.312721014,27.63174796104431,5
2017-09-19,1336359.2011563778,27.63174796104431,5
2017-09-20,1330357.6283948421,27.63174796104431,5
2017-09-21,1328816.210605383,2117.3265569210052,5
2017-09-22,1347307.6479756832,2117.3265569210052,5
2017-09-25,1334819.3219640255,24.480663061141968,5
2017-09-26,1343897.160705328,24.480663061141968,5
2017-09-27,1359130.6393887997,24.480663061141968,5
2017-09-28,1368618.1411321163,24.480663061141968,5
2017-09-29,1369519.0784146786,24.480663061141968,5
2017-10-02,1379318.9807736874,24.480663061141968,5
2017-10-03,1390699.4092633724,24.480663061141968,5
2017-10-04,1393159.6748349667,24.480663061141968,5
2017-10-05,1388089.1959073544,34.043872594833374,5
2017-10-06,1390304.6204602718,34.043872594833374,5
2017-10-09,1388859.6031911373,1619.3055226802826,5
2017-10-10,1382748.0108220577,1619.3055226802826,5
2017-10-11,1387491.1468846798,1613.0932729244232,5
2017-10-12,1425398.980891943,1613.0932729244232,5
2017-10-13,1443130.5960347652,1613.0932729244232,5
2017-10-16,1442733.0309388638,71.89051413536072,5
2017-10-17,1433442.75061965,71.89051413536072,5
2017-10-18,1436955.247140646,71.89051413536072,5
2017-10-19,1453871.2316510677,15.384525060653687,5
2017-10-20,1481477.163528204,4869.127589941025,5
2017-10-23,1469609.2565495968,4869.127589941025,5
2017-10-24,1462373.1784245968,16379.153529882431,5
2017-10-25,1436747.695686102,2579.2186658382416,5
2017-10-26,1448492.1523358822,2579.2186658382416,5
2017-10-27,1442290.8331487179,2579.2186658382416,5
2017-10-30,1426764.2599008083,282970.8958146572,4
2017-10-31,1409966.6159608364,68.22783064842224,5
2017-11-01,1404054.5122430325,68.22783064842224,5
2017-11-02,1395417.4301812649,1.5481469631195068,5
2017-11-03,1410051.0486085415,1.5481469631195068,5
2017-11-06,1415666.6374299526,1.5481469631195068,5
2017-11-07,1409234.0391976833,1.5481469631195068,5
2017-11-08,1430886.0902535915,1.5481469631195068,5
2017-11-09,1399753.8608453274,31.056051015853882,5
2017-11-10,1372726.9060266018,11340.59695982933,5
2017-11-13,1374040.881944418,11340.59695982933,5
2017-11-14,1373554.747731924,9068.270566701889,5
2017-11-15,1364113.5015351772,844718.8361222744,2
2017-11-16,1375219.2489640713,19644.35169482231,5
2017-11-17,1394694.694833517,19644.35169482231,5
2017-11-20,1395127.1970460415,19644.35169482231,5
2017-11-21,1417115.4921052456,19644.35169482231,5
2017-11-22,1418911.5117862225,19644.35169482231,5
2017-11-24,1419036.3362033367,19644.35169482231,5
2017-11-27,1368529.8883931637,19644.35169482231,5
2017-11-28,1393414.9460685253,48.80035662651062,5
2017-11-29,1407504.21453166,48.80035662651062,5
2017-11-30,1402707.6510608196,48.80035662651062,5
2017-12-01,1401936.4726874828,48.80035662651062,5
2017-12-04,1426888.595745802,31.541300535202026,5
2017-12-05,1413750.00893569,31.541300535202026,5
2017-12-06,1405470.076978445,31.541300535202026,5
2017-12-07,1411375.0670068264,6229.743958234787,5
2017-12-08,1491412.063582182,6229.743958234787,5
2017-12-11,1725783.0404832363,6229.743958234787,5
2017-12-12,1997675.9746701717,6229.743958234787,5
2017-12-13,1956118.6433074474,6229.743958234787,5
2017-12-14,1880606.9955804348,16.94810461997986,5
2017-12-15,1972914.1146523952,16.94810461997986,5
2017-12-18,2174885.5486466885,16.94810461997986,5
2017-12-19,2118114.005149603,16.94810461997986,5
2017-12-20,2001222.0531098843,24.087465047836304,5
2017-12-21,2021289.871183157,24.087465047836304,5
2017-12-22,1875496.4195744991,339985.3898770809,5
2017-12-26,1882922.9416043758,339985.3898770809,5
2017-12-27,1884759.0678536892,339985.3898770809,5
2017-12-28,1889764.1610581875,339985.3898770809,5
2017-12-29,1882131.1621015072,628399.3323934078,4
2018-01-02,1889101.6050508022,235470.46490454674,5
2018-01-03,1903766.1504685879,235470.46490454674,5
2018-01-04,1902625.3356149197,62703.97585463524,5
2018-01-05,1904860.2167851925,8.702890157699585,5
2018-01-08,1913564.9033868313,8.702890157699585,5
2018-01-09,1911204.8731648922,8.702890157699585,5
2018-01-10,1894180.1865766048,8.702890157699585,5
2018-01-11,1928883.9983651638,8.702890157699585,5
2018-01-12,1949542.4133660793,12.344396352767944,5
2018-01-16,1893272.8947217464,727997.370105505,3
2018-01-17,1896419.9023206234,18.15393614768982,5
2018-01-18,1895759.588779211,2592.399593114853,5
2018-01-19,1924634.6435353756,2592.399593114853,5
2018-01-22,1931157.691085577,2592.399593114853,5
2018-01-23,1920516.9813306332,2592.399593114853,5
2018-01-24,1892568.3410298824,2592.399593114853,5
2018-01-25,1885063.3187253475,137.17570853233337,5
2018-01-26,1908758.216388464,137.17570853233337,5
2018-01-29,1890951.6083333492,137.17570853233337,5
